Geo Point,zone_id,site_id,modified,park,landuse,site_typ,species,diameter,height,spread,trunks,conditn,appraise,planted
"44.492812769,-73.2372060946",ward 4,10935,2018-12,north beach,park,Tree,"mapl,red",14,45,20,1,50,2580.0,0
"44.492728161,-73.2372183357",ward 4,10936,2018-12,north beach,park,Tree,"mapl,red",15,40,20,1,50,2960.0,0
"44.4926359966,-73.2372022042",ward 4,10942,2018-12,north beach,park,Tree,"pine,white",27,90,25,1,80,11700.0,0
"44.4928767817,-73.2376177324",ward 4,10945,2018-12,north beach,park,Tree,"mapl,sugar",19,50,25,1,80,9700.0,0
"44.4928279664,-73.2378025738",ward 4,10947,2018-12,north beach,park,Tree,"mapl,red",15,45,20,1,80,4730.0,0
"44.4928326739,-73.2378109501",ward 4,10948,2018-12,north beach,park,Tree,"mapl,red",25,50,35,1,80,13100.0,0
"44.4925599671,-73.2379139602",ward 4,10956,2018-12,north beach,park,Tree,"mapl,red",32,50,25,2,70,18300.0,0
"44.4925034625,-73.2375381797",ward 4,10961,2018-12,north beach,park,Tree,"pine,white",32,85,25,1,70,14100.0,0
"44.49239925,-73.2374520392",ward 4,10964,2018-12,north beach,park,Tree,"pine,white",26,85,25,1,80,10900.0,0
"44.4921589387,-73.2374240615",ward 4,10968,2018-12,north beach,park,Tree,"mapl,norway",20,55,30,1,70,6800.0,0
"44.4920610921,-73.2372739668",ward 4,10970,2018-12,north beach,park,Tree,"oak,red",41,70,45,1,70,33700.0,0
"44.4924219466,-73.236979125",ward 4,10974,2018-12,north beach,park,Tree,"mapl,norway",13,40,25,1,80,3310.0,0
"44.4925415656,-73.23707627",ward 4,10975,2018-12,north beach,park,Tree,"oak,red",34,65,35,1,70,25000.0,0
"44.4926999452,-73.2369784671",ward 4,10976,2018-12,north beach,park,Tree,"oak,red",24,60,30,1,80,14600.0,0
"44.4929138197,-73.236859741",ward 4,10979,2018-12,north beach,park,Tree,"oak,red",36,70,25,1,50,19700.0,0
"44.4928468867,-73.2367158558",ward 4,10980,2018-12,north beach,park,Tree,"hackberry,common",6,20,10,1,80,720.0,0
"44.4929777082,-73.2365528373",ward 4,10982,2018-12,north beach,park,Tree,"ash,white",16,55,20,1,80,4610.0,0
"44.493124322,-73.2365255753",ward 4,10985,2018-12,north beach,park,Tree,"oak,red",25,55,25,1,70,13900.0,0
"44.4930989419,-73.2365843031",ward 4,10986,2018-12,north beach,park,Tree,"oak,red",28,65,25,1,70,17400.0,0
"44.4935117076,-73.2359932043",ward 4,10991,2018-12,north beach,park,Tree,"beech,american",19,30,25,1,70,7500.0,0
"44.4932893341,-73.2361376099",ward 4,10995,2018-12,north beach,park,Removal,,0,0,0,0,0,0.0,0
"44.4931359043,-73.2360217441",ward 4,10997,2018-12,north beach,park,Removal,,0,0,0,0,0,0.0,0
"44.4930989683,-73.2362108938",ward 4,11000,2018-12,north beach,park,Tree,"oak,red",35,70,35,1,80,30000.0,0
"44.4927789289,-73.2364538653",ward 4,11012,2018-12,north beach,park,Tree,"oak,white",19,65,25,1,80,7500.0,0
"44.4924901738,-73.2363687308",ward 4,11018,2018-12,north beach,park,Tree,"mapl,red",19,65,15,1,50,4740.0,0
"44.492511312,-73.2364139054",ward 4,11020,2018-12,north beach,park,Tree,"mapl,red",13,50,15,1,70,3110.0,0
"44.4923443691,-73.2364550497",ward 4,11025,2018-12,north beach,park,Tree,"oak,red",22,65,20,1,70,10700.0,0
"44.4924384369,-73.23663753",ward 4,11027,2018-12,north beach,park,Tree,"ash,green",9,30,20,1,70,1390.0,0
"44.4922826109,-73.2366164403",ward 4,11029,2018-12,north beach,park,Tree,"oak,red",33,75,30,1,70,23600.0,0
"44.4922250825,-73.2365832823",ward 4,11031,2018-12,north beach,park,Tree,"mapl,red",23,50,20,2,70,9700.0,0
"44.4921660316,-73.2365093559",ward 4,11032,2018-12,north beach,park,Tree,"mapl,red",16,55,25,1,80,5300.0,0
"44.4921420615,-73.2366263146",ward 4,11033,2018-12,north beach,park,Tree,"oak,red",29,65,30,1,70,18700.0,0
"44.4922353352,-73.2370318306",ward 4,11037,2018-12,north beach,park,Removal,,0,0,0,0,0,0.0,0
"44.4617714919,-73.2026097213",ward 6,11408,2018-12,,residence,Tree,"mapl,norway",24,60,40,1,70,9800.0,0
"44.4616772558,-73.2026006115",ward 6,11409,2018-12,,residence,Tree,"mapl,norway",23,60,40,1,50,6400.0,0
"44.4610206558,-73.202504963",ward 6,11412,2018-12,,residence,Tree,"pine,white",17,70,20,1,70,4100.0,0
"44.4607268851,-73.2017089215",ward 6,11415,2018-12,,residence,Tree,"oak,red",28,60,45,1,70,17400.0,0
"44.460441814,-73.2013683795",ward 6,11418,2018-12,,residence,Tree,honeylocust,16,45,40,1,70,3030.0,0
"44.4584473301,-73.2003301614",ward 6,11423,2018-12,,residence,Tree,"mapl,norway",12,25,30,1,70,2470.0,0
"44.4571567727,-73.1998818798",ward 6,11425,2018-12,,residence,Tree,"locust,black",25,65,20,1,80,11200.0,0
"44.4559966675,-73.1993387599",ward 6,11428,2018-12,,residence,Tree,"mapl,red",16,35,40,1,70,4710.0,0
"44.4557001763,-73.1992288382",ward 6,11429,2017-02,,residence,Stump,crabapple spp,12,0,0,2,0,0.0,0
"44.4804422284,-73.2226514714",ward 3,11678,2017-01,waterfront park,park,Tree,"cottonwood,eastrn",18,75,40,1,50,1820.0,0
"44.4803498953,-73.2226430146",ward 3,11681,2017-01,waterfront park,park,Tree,"cottonwood,eastrn",20,70,25,1,70,3150.0,0
"44.4803535829,-73.2227375147",ward 3,11682,2017-01,waterfront park,park,Removal,,0,0,0,0,0,0.0,0
"44.4802776676,-73.2226933412",ward 3,11683,2017-01,waterfront park,park,Removal,,0,0,0,0,0,0.0,0
"44.5230784167,-73.2559020996",ward 7,11688,2018-12,,island,Tree,"ash,gr summit",13,35,25,1,70,2890.0,0
"44.514142968,-73.2693095967",ward 4,11770,2018-12,starr farm park,park,Tree,crabapple spp,3,15,10,1,80,180.0,0
"44.5129424555,-73.2686322528",ward 4,11773,2018-12,starr farm park,park,Tree,"pear,flowering",12,20,20,1,70,2470.0,0
"44.5129203066,-73.2685268067",ward 4,11775,2018-12,starr farm park,park,Tree,crabapple spp,6,15,15,1,80,660.0,0
"44.5124230735,-73.2678276692",ward 4,11779,2018-12,starr farm park,park,Tree,"mapl,red",13,40,25,1,70,3110.0,0
"44.5125472873,-73.2670599397",ward 4,11780,2018-12,starr farm park,park,Tree,crabapple spp,7,15,20,1,50,560.0,0
"44.5127421794,-73.2668295568",ward 4,11785,2018-12,starr farm park,park,Tree,"pine,white",8,25,15,1,80,1070.0,0
"44.5124902847,-73.267180319",ward 4,11790,2018-12,starr farm park,park,Tree,"pine,red",4,15,10,1,50,230.0,0
"44.5125027148,-73.2673149208",ward 4,11794,2018-12,starr farm park,park,Tree,"pine,red",6,10,10,1,50,480.0,0
"44.5124908126,-73.2673853118",ward 4,11796,2018-12,starr farm park,park,Tree,"pine,red",7,25,10,1,70,900.0,0
"44.4877920883,-73.2022093839",ward 1,11798,2016-11,,business,Tree,"locust,black",22,50,25,1,70,7600.0,0
"44.4879271267,-73.2023207708",ward 1,11801,2016-11,,business,Tree,"locust,black",10,50,15,1,80,1810.0,0
"44.5021282179,-73.2287344666",ward 7,11803,2018-12,,island,Tree,"pine,austrian",13,20,15,1,50,2150.0,0
"44.5014516839,-73.2285204275",ward 7,11804,2018-12,,island,Tree,"pine,austrian",16,30,30,1,80,5200.0,0
"44.5013549445,-73.2285681294",ward 7,11806,2018-12,,island,Tree,"pine,austrian",12,25,20,1,70,2570.0,0
"44.5019691113,-73.2301588068",ward 7,11811,2018-12,,island,Tree,"pine,austrian",19,20,20,2,70,6300.0,0
"44.5016691208,-73.2318563604",ward 7,11817,2018-12,,island,Tree,"pine,austrian",20,25,20,1,70,7000.0,0
"44.5018573413,-73.2312438706",ward 7,11818,2018-12,,island,Tree,"pine,austrian",16,25,20,1,70,4550.0,0
"44.501906671,-73.2312375007",ward 7,11819,2018-12,,island,Tree,"pine,austrian",14,25,20,1,70,3490.0,0
"44.5024440661,-73.2314728904",ward 7,11823,2018-12,,island,Tree,"pine,austrian",19,30,20,1,50,4570.0,0
"44.5025256068,-73.2313075539",ward 7,11825,2018-12,,island,Tree,"pine,austrian",12,25,20,1,0,0.0,0
"44.5027720858,-73.2303717193",ward 7,11831,2018-12,,island,Tree,"pine,white",21,40,30,1,80,7100.0,0
"44.4816878827,-73.1941616244",ward 1,11983,2019-04,,business,Tree,"linden,littleleaf",24,45,30,1,50,8600.0,0
"44.481733732,-73.194061558",ward 1,11984,2019-04,,business,Tree,"linden,littleleaf",18,45,30,1,70,6800.0,0
"44.481779657,-73.1939490212",ward 1,11985,2016-11,,business,Tree,"linden,littleleaf",18,42,30,1,70,6800.0,0
"44.4828797162,-73.1913993767",ward 1,11992,2019-03,,school,Tree,"linden,littleleaf",11,35,25,1,70,2560.0,0
"44.4831763334,-73.190682797",ward 1,11994,2016-11,,school,Tree,crabapple spp,13,20,20,1,70,2670.0,0
"44.48323659,-73.1905621083",ward 1,11995,2016-11,,residence,Tree,"mapl,boxelder",19,30,40,1,70,2840.0,0
"44.4834576729,-73.1900308879",ward 1,11996,2016-11,,residence,Tree,"mapl,boxelder",6,25,15,1,80,330.0,0
"44.4843829478,-73.1879230776",ward 1,11998,2017-09,,residence,Tree,"locust,black",18,60,20,1,70,5100.0,0
"44.4843920066,-73.1879015644",ward 1,11999,2017-09,,residence,Removal,,0,0,0,0,0,0.0,0
"44.4844735399,-73.1878060651",ward 1,12001,2016-11,,residence,Tree,"locust,black",30,65,25,1,70,14100.0,0
"44.4852171554,-73.1873915524",ward 1,12007,2016-11,,residence,Tree,crabapple spp,12,20,20,1,70,2280.0,0
"44.5164422047,-73.2501133358",ward 7,12010,2018-12,,residence,Tree,"linden,american",8,25,15,1,80,780.0,0
"44.5165804571,-73.2502718545",ward 7,12011,2018-12,,residence,Tree,"linden,american",10,30,20,1,80,1210.0,0
"44.5210542606,-73.2530716791",ward 7,12019,2018-12,,apartments,Tree,"ash,green",16,45,25,1,80,5000.0,0
"44.5211612819,-73.2535423308",ward 7,12021,2018-12,,apartments,Tree,"ash,green",17,50,30,1,70,4930.0,0
"44.5212235952,-73.2538418384",ward 7,12022,2018-12,,apartments,Tree,"ash,green",13,45,25,1,80,3310.0,0
"44.5212723357,-73.2550061677",ward 7,12028,2018-12,,apartments,Tree,"ash,green",14,40,30,1,80,3830.0,0
"44.5210783213,-73.2555394981",ward 7,12031,2018-12,,apartments,Tree,"ash,green",13,45,25,1,70,2890.0,0
"44.5051259815,-73.2322776902",ward 7,11837,2018-12,,park,Tree,"pine,red",14,35,20,1,70,3490.0,0
"44.5049903626,-73.2321129568",ward 7,11840,2018-12,,park,Tree,"pine,red",12,30,20,1,80,2940.0,0
"44.504897453,-73.2320459137",ward 7,11843,2018-12,,park,Tree,"pine,red",11,30,15,1,80,2480.0,0
"44.5047881648,-73.2395164144",ward 7,11845,2018-12,ethan allen park,park,Tree,"mapl,red",12,45,25,1,70,2660.0,0
"44.5051201075,-73.2394400918",ward 7,11847,2018-12,ethan allen park,park,Tree,"birch,paper",9,50,20,1,70,1500.0,0
"44.5048660052,-73.2396103736",ward 7,11852,2019-08,ethan allen park,park,Tree,"pine,white",26,100,30,1,70,9500.0,0
"44.5048988329,-73.2396433767",ward 7,11853,2019-01,ethan allen park,park,Tree,"pine,white",18,85,20,1,80,5200.0,0
"44.5050247564,-73.2396582361",ward 7,11857,2018-12,ethan allen park,park,Tree,"pine,red",14,90,15,1,70,3490.0,0
"44.5050686725,-73.2395997573",ward 7,11858,2018-12,ethan allen park,park,Tree,"pine,white",19,100,15,1,70,5100.0,0
"44.5050820315,-73.2396198646",ward 7,11859,2018-12,ethan allen park,park,Tree,"mapl,red",19,60,40,1,70,6600.0,0
"44.5051326754,-73.2397323185",ward 7,11865,2018-12,ethan allen park,park,Tree,"pine,red",17,100,15,1,80,5800.0,0
"44.5051429118,-73.2398063126",ward 7,11867,2018-12,ethan allen park,park,Tree,"pine,red",20,100,25,1,70,7000.0,0
"44.5052136208,-73.2398720726",ward 7,11870,2018-12,ethan allen park,park,Tree,"pine,white",22,110,20,1,80,7800.0,0
"44.5052957387,-73.2399686047",ward 7,11874,2018-12,ethan allen park,park,Tree,"pine,white",29,110,25,1,70,11800.0,0
"44.5054811603,-73.2401449395",ward 7,11879,2018-12,ethan allen park,park,Tree,"pine,white",28,110,30,1,80,12600.0,0
"44.5047939295,-73.2397377087",ward 7,11880,2018-12,ethan allen park,park,Tree,"pine,white",22,75,30,1,80,7800.0,0
"44.5049579485,-73.2398814818",ward 7,11889,2018-12,ethan allen park,park,Tree,"mapl,red",22,60,30,1,70,8800.0,0
"44.5050095344,-73.2398576789",ward 7,11890,2018-12,ethan allen park,park,Tree,"pine,white",21,100,25,1,80,7100.0,0
"44.5050063928,-73.2399015589",ward 7,11891,2018-12,ethan allen park,park,Tree,"mapl,red",22,65,35,1,70,8800.0,0
"44.5051368239,-73.2399392237",ward 7,11894,2018-12,ethan allen park,park,Tree,"pine,white",12,75,20,1,80,2350.0,0
"44.5051081964,-73.2399556674",ward 7,11895,2018-12,ethan allen park,park,Tree,"pine,white",18,75,20,1,50,3280.0,0
"44.5051130638,-73.2400129587",ward 7,11896,2018-12,ethan allen park,park,Tree,"pine,white",17,85,20,1,80,4690.0,0
"44.5051506267,-73.2400220846",ward 7,11897,2018-12,ethan allen park,park,Tree,"pine,white",29,105,30,1,80,13500.0,0
"44.5052075682,-73.2399802156",ward 7,11899,2018-12,ethan allen park,park,Tree,"pine,white",14,85,20,1,80,3190.0,0
"44.505094553,-73.2406940368",ward 7,11907,2017-11,ethan allen park,park,Removal,,0,0,0,0,0,0.0,0
"44.5052215382,-73.2407196012",ward 7,11909,2018-12,ethan allen park,park,Tree,"pine,white",30,100,25,1,80,14500.0,0
"44.5053396805,-73.2407336414",ward 7,11911,2018-12,ethan allen park,park,Tree,"pine,white",20,75,25,1,80,6400.0,0
"44.5056537986,-73.2408083245",ward 7,11917,2018-12,ethan allen park,park,Tree,"pine,white",18,85,25,1,70,4590.0,0
"44.5057246686,-73.2408033996",ward 7,11918,2018-12,ethan allen park,park,Tree,"pine,white",32,80,25,1,70,14100.0,0
"44.5058986228,-73.2408500087",ward 7,11919,2018-12,ethan allen park,park,Tree,"pine,white",21,60,30,1,80,7100.0,0
"44.5059407295,-73.24069083",ward 7,11920,2018-12,ethan allen park,park,Tree,"birch,paper",13,45,25,1,80,3560.0,0
"44.5056437111,-73.2407266189",ward 7,11923,2018-12,ethan allen park,park,Tree,"pine,white",11,40,15,1,80,1980.0,0
"44.5056287869,-73.2406172022",ward 7,11924,2018-12,ethan allen park,park,Tree,"pine,white",19,100,25,1,70,5100.0,0
"44.5055666128,-73.2405618005",ward 7,11927,2018-12,ethan allen park,park,Tree,"pine,white",22,115,25,1,80,7800.0,0
"44.5053765071,-73.2406542532",ward 7,11931,2018-12,ethan allen park,park,Tree,"pine,white",24,105,25,1,80,9300.0,0
"44.5053197978,-73.2406190757",ward 7,11933,2018-12,ethan allen park,park,Tree,"pine,red",20,95,20,1,80,8000.0,0
"44.5052693918,-73.2405908053",ward 7,11934,2018-12,ethan allen park,park,Tree,"pine,white",27,110,25,1,70,10300.0,0
"44.5051684109,-73.2404191415",ward 7,11937,2018-12,ethan allen park,park,Tree,"pine,white",7,20,15,1,80,820.0,0
"44.5055309057,-73.2404050971",ward 7,11939,2018-12,ethan allen park,park,Tree,"pine,white",6,20,15,1,80,610.0,0
"44.5053950855,-73.2404940914",ward 7,11941,2018-12,ethan allen park,park,Tree,"pine,white",26,115,25,1,70,9500.0,0
"44.505216096,-73.2403716753",ward 7,11947,2018-12,ethan allen park,park,Tree,"pine,white",19,95,25,1,80,5800.0,0
"44.5051693419,-73.2403492386",ward 7,11948,2018-12,ethan allen park,park,Tree,"pine,white",23,95,25,1,80,8500.0,0
"44.5053720393,-73.2402287364",ward 7,11954,2018-12,ethan allen park,park,Tree,"pine,white",17,95,25,1,80,4690.0,0
"44.5053360622,-73.2402688749",ward 7,11955,2018-12,ethan allen park,park,Tree,"pine,white",17,90,20,1,80,4690.0,0
"44.505538483,-73.2401177157",ward 7,11957,2018-12,ethan allen park,park,Tree,"pine,white",28,110,30,1,80,12600.0,0
"44.5055854717,-73.2402154666",ward 7,11958,2018-12,ethan allen park,park,Tree,"pine,white",21,110,25,1,80,7100.0,0
"44.505585889,-73.240297989",ward 7,11959,2018-12,ethan allen park,park,Tree,"pine,white",22,110,25,1,80,7800.0,0
"44.5056840663,-73.2405305194",ward 7,11960,2018-12,ethan allen park,park,Tree,"pine,white",26,115,30,1,80,10900.0,0
"44.4735106973,-73.1905346947",ward 1,11964,2016-11,,island,Tree,"linden,slv strl s",13,20,20,1,70,2670.0,0
"44.4734627714,-73.1904273825",ward 1,11965,2016-11,,island,Tree,"pear,flowering",11,20,20,1,70,2080.0,0
"44.4835337527,-73.1893599252",ward 1,11968,2016-11,,residence,Tree,apple,9,15,20,1,70,1290.0,0
"44.4826081545,-73.1915167367",ward 1,11973,2016-11,,residence,Tree,"fir,balsam",6,25,10,1,80,610.0,0
"44.4825726381,-73.1915820049",ward 1,11974,2016-11,,residence,Tree,crabapple spp,7,20,20,1,70,780.0,0
"44.4644036572,-73.2078395215",ward 5,12035,2018-12,,residence,Tree,"mapl,red",6,25,10,1,50,480.0,0
"44.46429767,-73.2078440591",ward 5,12036,2018-12,,residence,Tree,"mapl,norway",16,40,35,1,70,4370.0,0
"44.4635330375,-73.2078913422",ward 5,12041,2018-04,,school,Removal,,0,0,0,0,0,0.0,0
"44.5136866678,-73.2458033335",ward 7,12045,2018-12,schifilliti park,park,Tree,"oak,red",16,55,40,1,80,6500.0,0
"44.5137566907,-73.2462084807",ward 7,12049,2018-12,schifilliti park,park,Tree,"oak,red",10,45,25,1,70,2250.0,0
"44.5137752163,-73.2462885832",ward 7,12050,2018-12,schifilliti park,park,Tree,"oak,red",10,45,25,1,80,2570.0,0
"44.5137956113,-73.2463740336",ward 7,12051,2018-12,schifilliti park,park,Tree,"oak,red",10,45,25,1,80,2570.0,0
"44.5138480911,-73.2465051519",ward 7,12052,2018-12,schifilliti park,park,Tree,"oak,red",18,55,35,1,80,8200.0,0
"44.5140167436,-73.2469432473",ward 7,12056,2018-12,schifilliti park,park,Tree,"oak,red",27,60,40,1,80,18500.0,0
"44.5140293675,-73.2470399098",ward 7,12058,2017-03,schifilliti park,park,Tree,"oak,red",26,50,40,1,80,17200.0,0
"44.5142050023,-73.246980923",ward 7,12060,2018-12,schifilliti park,park,Tree,"pine,white",23,55,35,1,50,5300.0,0
"44.5143968393,-73.2470659033",ward 7,12063,2018-12,schifilliti park,park,Tree,"pine,pitch",13,40,30,1,80,2990.0,0
"44.5145411426,-73.2474579475",ward 7,12066,2018-12,schifilliti park,park,Tree,"mapl,red",17,45,20,1,80,6000.0,0
"44.5152350014,-73.2473983334",ward 7,12068,2018-12,schifilliti park,vacant lot,Tree,"oak,red",29,60,50,1,80,21400.0,0
"44.5151582122,-73.2471857094",ward 7,12071,2018-12,schifilliti park,park,Tree,"oak,red",27,55,50,1,80,18500.0,0
"44.5142077526,-73.2459772985",ward 7,12074,2018-12,schifilliti park,park,Tree,"pine,pitch",17,50,25,1,70,4440.0,0
"44.5142356625,-73.2460788186",ward 7,12078,2018-12,schifilliti park,park,Tree,"mapl,red",10,35,20,1,80,2120.0,0
"44.514289925,-73.2462285965",ward 7,12081,2018-12,schifilliti park,park,Tree,"mapl,red",7,25,10,1,80,1050.0,0
"44.5142913952,-73.2462951713",ward 7,12082,2018-12,schifilliti park,park,Tree,"pine,white",22,55,35,1,80,7800.0,0
"44.5143134516,-73.2464179156",ward 7,12085,2018-12,schifilliti park,park,Tree,"mapl,red",14,45,20,1,70,3610.0,0
"44.5140457646,-73.2459885426",ward 7,12089,2018-12,schifilliti park,park,Tree,"pine,white",23,55,30,1,80,8500.0,0
"44.4592868016,-73.2125665446",ward 5,12094,2018-12,,residence,Tree,"mapl,norway",12,20,10,1,80,2820.0,0
"44.4577966316,-73.2141777515",ward 5,12097,2018-10,,school,Tree,"mapl,norway",10,20,10,1,70,1720.0,0
"44.4580737473,-73.214185119",ward 5,12099,2018-10,,school,Tree,"mapl,norway",9,23,10,1,80,1590.0,0
"44.4574094025,-73.2136919678",ward 5,12100,2018-10,,school,Tree,"linden,littleleaf",3,10,5,1,30,90.0,0
"44.4572413007,-73.2138435145",ward 5,12102,2018-12,,school,Tree,"mapl,frman armstr",8,10,10,1,70,1190.0,0
"44.4571685184,-73.2138306594",ward 5,12103,2018-10,,school,Tree,"mapl,norway",8,15,10,1,80,1260.0,0
"44.4573894393,-73.2129995531",ward 5,12104,2018-10,,school,Tree,elm amer princeto,6,20,10,1,80,780.0,0
"44.4570551858,-73.2125327097",ward 5,12107,2018-10,,school,Tree,elm spp,10,30,15,1,70,1060.0,0
"44.4569602938,-73.2123999045",ward 5,12110,2018-10,,school,Tree,elm spp,2,15,5,1,70,100.0,0
"44.456908903,-73.2123932949",ward 5,12111,2018-10,,school,Tree,"mapl,freeman",4,15,10,1,70,310.0,0
"44.4567597372,-73.2138595896",ward 5,12115,2018-10,,school,Tree,"lilac,jap tree",3,10,5,1,50,130.0,0
"44.4567324771,-73.2141066011",ward 5,12116,2018-10,,school,Tree,"mapl,freeman",5,15,10,1,80,550.0,0
"44.5171400816,-73.2590840091",ward 4,12123,2018-12,,school,Tree,elm spp,2,10,5,1,80,120.0,0
"44.5171904046,-73.2591791766",ward 4,12126,2018-12,,school,Tree,crabapple spp,8,15,15,1,70,1020.0,0
"44.5175886505,-73.2595450163",ward 4,12131,2018-12,,school,Tree,"elm,vanguard",9,20,25,1,70,860.0,0
"44.5172514034,-73.2603404272",ward 4,12133,2018-12,,school,Tree,"linden,ltlf grnsp",10,25,20,1,70,2120.0,0
"44.517315125,-73.2604257857",ward 4,12134,2018-12,,school,Tree,"mapl,norway",3,15,10,1,70,170.0,0
"44.5171046372,-73.2613548738",ward 4,12136,2018-12,,school,Tree,maple free aut bl,5,15,10,1,70,480.0,0
"44.5121927334,-73.242146288",ward 7,12140,2018-12,,school,Tree,"pear,flowering",12,25,20,1,70,2470.0,0
"44.4510547344,-73.2142605066",ward 5,12174,2019-02,,residence,Tree,"mapl,frmn frfall",3,15,10,1,80,210.0,2015
"44.4863538943,-73.1838116832",ward 1,12176,2019-03,,residence,Tree,"lilac,jap tre slk",3,15,5,1,80,210.0,2015
"44.488168901,-73.2254049977",ward 3,12178,2019-11,,apartments,Tree,"mapl,frman celebr",2,10,5,1,80,210.0,2019
"44.5073746243,-73.2608496361",ward 4,12179,2019-03,,residence,Tree,"oak,bur",2,10,5,1,80,240.0,2015
"44.4820739277,-73.2067324698",ward 2,12184,2019-03,,apartments,Tree,"zelkova,jap musac",3,15,5,1,80,230.0,2015
"44.4792055322,-73.2065010214",ward 8,12186,2019-02,,apartments,Planting Stumpite,,0,0,0,0,0,0.0,0
"44.4838068072,-73.2205289332",ward 3,12192,2019-03,,residence,Tree,mapl frman marmo,4,20,10,1,80,360.0,2015
"44.4757317125,-73.2152099073",ward 3,12194,2019-03,,apartments,Tree,honeylocust,2,10,5,1,30,50.0,2015
"44.5129492685,-73.2426131183",ward 7,12153,2018-12,,school,Tree,"hazelnut,turkish",11,20,15,1,80,2920.0,0
"44.5130832863,-73.2422893693",ward 7,12158,2018-12,,school,Tree,"pear,flowering",13,25,20,1,70,2890.0,0
"44.5132448632,-73.2423413356",ward 7,12159,2018-12,,school,Tree,"pear,flwr chntclr",11,20,20,1,70,2080.0,0
"44.5131511512,-73.2424719235",ward 7,12161,2018-12,,school,Tree,"mapl,sugar",6,20,20,1,80,1000.0,0
"44.5129167619,-73.2424123767",ward 7,12164,2018-12,,school,Tree,"mapl,sugar",6,15,10,1,50,620.0,0
"44.4770312957,-73.2158829352",ward 3,12168,2018-06,,business,Tree,"maple,sienna gl",2,10,5,1,80,210.0,2018
"44.4738179381,-73.2193195878",ward 5,12195,2019-01,perkins pier,parking lot,Tree,maple free aut bl,3,15,10,1,80,210.0,2015
"44.473663392,-73.2192458591",ward 5,12197,2019-01,perkins pier,parking lot,Tree,maple free aut bl,3,15,10,1,80,210.0,2015
"44.4806714777,-73.2226219067",ward 3,12200,2019-03,waterfront park,park,Tree,"serviceberry,can",2,10,5,1,80,200.0,2015
"44.4994057606,-73.2464115057",ward 4,12204,2018-12,bike path,residence,Tree,"cottonwood,eastrn",47,80,65,1,80,16300.0,0
"44.4998198104,-73.2472162581",ward 4,12209,2018-12,bike path,residence,Tree,"spruce,colorado",12,45,15,1,80,2350.0,0
"44.4996879118,-73.2471776439",ward 4,12210,2018-12,bike path,residence,Tree,"spruce,colorado",9,45,15,1,80,1340.0,0
"44.4996723942,-73.2471475038",ward 4,12211,2018-12,bike path,residence,Tree,"spruce,colorado",9,45,15,1,80,1340.0,0
"44.4996481935,-73.2471342193",ward 4,12212,2018-12,bike path,residence,Tree,"spruce,colorado",9,35,15,1,80,1340.0,0
"44.4996348837,-73.247094126",ward 4,12213,2018-12,bike path,residence,Tree,"spruce,colorado",9,40,15,1,80,1340.0,0
"44.499607976,-73.2470578513",ward 4,12214,2018-12,bike path,residence,Tree,"spruce,colorado",11,40,15,1,80,1980.0,0
"44.4614307226,-73.2150671492",ward 5,12268,2016-10,,municipal,Tree,"serviceberry,can",4,10,10,1,80,330.0,0
"44.4726076165,-73.2002178635",ward 6,12241,2019-03,,residence,Tree,pear spp,2,10,5,1,80,200.0,2015
"44.472615518,-73.2000942527",ward 6,12242,2019-03,,residence,Tree,pear spp,2,10,5,1,80,200.0,2015
"44.469763913,-73.2030122261",ward 6,12243,2019-05,,residence,Removal,,0,0,0,0,0,0.0,0
"44.4791506253,-73.2086540188",ward 8,12247,2018-12,,apartments,Tree,ash green cimmaro,12,30,25,1,70,2470.0,0
"44.518806464,-73.2469209484",ward 7,12252,2016-06,,residence,Tree,"birch,river",2,10,5,1,80,220.0,2016
"44.4825452884,-73.2172891578",ward 3,12253,2019-03,,business,Tree,"mapl,tatar hot w",2,10,5,1,80,210.0,2017
"44.4830087758,-73.2213334086",ward 3,12254,2018-06,,apartments,Tree,hawth russian,2,10,5,1,80,200.0,2018
"44.4832980814,-73.2215594853",ward 3,12257,2019-03,,apartments,Tree,crabappl rd jewel,2,5,5,1,80,180.0,2016
"44.5075254837,-73.2607982274",ward 4,12263,2019-03,,residence,Tree,"hackberry,common",2,10,5,1,80,200.0,2016
"44.4554728124,-73.213666744",ward 5,12307,2017-12,,apartments,Removal,,0,0,0,0,0,0.0,0
"44.4524863677,-73.2128084537",ward 5,12281,2008-10,,residence,Tree,"mapl,norway",18,35,30,1,70,5500.0,0
"44.451704867,-73.2128754046",ward 5,12285,2008-10,,residence,Tree,"mapl,silver",39,65,55,1,70,18400.0,0
"44.4516405407,-73.2128812709",ward 5,12286,2008-10,,residence,Tree,"birch,gray",7,25,10,2,80,900.0,0
"44.4516152354,-73.2128822094",ward 5,12287,2008-10,,residence,Tree,"birch,gray",11,25,10,4,80,2190.0,0
"44.4515914099,-73.2128844123",ward 5,12288,2008-10,,residence,Tree,"birch,gray",12,25,10,4,80,2600.0,0
"44.4516156828,-73.2130488422",ward 5,12291,2008-10,,residence,Tree,"linden,littleleaf",10,25,15,1,80,2420.0,0
"44.4849294759,-73.2097670835",ward 2,12313,2019-11,,residence,Tree,"dogwood,crnlnchry",2,10,5,1,80,200.0,2019
"44.4855908342,-73.2152429089",ward 3,12314,2018-09,,residence,Tree,"mapl,frman celebr",2,10,5,1,80,210.0,2017
